date,shop_id,spend_amount,currency
2024-02-05,CH,21.56,CHF
2024-02-06,DE,360.91,EUR
2024-02-06,AT,96.24,EUR
2024-02-06,CH,45.09,CHF
2024-02-07,DE,295.98,EUR
2024-02-07,AT,61.81,EUR
2024-02-07,CH,61.58,CHF
2024-02-08,DE,275.37,EUR
2024-02-08,AT,90.68,EUR
2024-02-08,CH,81.39,CHF
2024-02-09,DE,361.17,EUR
2024-02-09,AT,128.97,EUR
2024-02-09,CH,106.5,CHF
2024-02-10,DE,504.48,EUR
2024-02-10,AT,110.02,EUR
2024-02-10,CH,108.34,CHF
2024-02-11,DE,508.5,EUR
2024-02-11,AT,112.08,EUR
2024-02-11,CH,92.98,CHF
2024-02-12,DE,240.56,EUR
2024-02-12,AT,99.13,EUR
2024-02-12,CH,48.01,CHF
2024-02-13,DE,241.16,EUR
2024-02-13,AT,129.8,EUR
2024-02-13,CH,108.07,CHF
2024-02-14,DE,343.87,EUR
2024-02-14,AT,59.57,EUR
2024-02-14,CH,65.08,CHF
2024-02-15,DE,351.88,EUR
2024-02-15,AT,77.06,EUR
2024-02-15,CH,68.3,CHF
2024-02-16,DE,342.5,EUR
2024-02-16,AT,145.9,EUR
2024-02-16,CH,55.73,CHF
2024-02-17,DE,523.77,EUR
2024-02-17,AT,175.99,EUR
2024-02-17,CH,89.21,CHF
2024-02-18,DE,451.81,EUR
2024-02-18,AT,207.58,EUR
2024-02-18,CH,105.85,CHF
2024-02-19,DE,349.88,EUR
2024-02-19,AT,130.97,EUR
2024-02-19,CH,77.96,CHF
2024-02-20,DE,269.63,EUR
2024-02-20,AT,73.01,EUR
2024-02-20,CH,59.44,CHF
2024-02-21,DE,262.4,EUR
2024-02-21,AT,60.97,EUR
2024-02-21,CH,54.58,CHF
2024-02-22,DE,276.14,EUR
2024-02-22,AT,64.7,EUR
2024-02-22,CH,59.72,CHF
2024-02-23,DE,345.92,EUR
2024-02-23,AT,65.31,EUR
2024-02-23,CH,70.32,CHF
2024-02-24,DE,500.11,EUR
2024-02-24,AT,183.27,EUR
2024-02-24,CH,136.71,CHF
2024-02-25,DE,443.84,EUR
2024-02-25,AT,143.74,EUR
2024-02-25,CH,89.96,CHF
2024-02-26,DE,389.85,EUR
2024-02-26,AT,177.31,EUR
2024-02-26,CH,54.93,CHF
2024-02-27,DE,301.83,EUR
2024-02-27,AT,91.18,EUR
2024-02-27,CH,77.46,CHF
2024-02-28,DE,330.13,EUR
2024-02-28,AT,95.0,EUR
2024-02-28,CH,53.58,CHF
2024-02-29,DE,375.94,EUR
2024-02-29,AT,148.6,EUR
2024-02-29,CH,77.39,CHF
2024-03-01,DE,331.09,EUR
2024-03-01,AT,97.71,EUR
2024-03-01,CH,71.4,CHF
2024-03-02,DE,390.41,EUR
2024-03-02,AT,138.06,EUR
2024-03-02,CH,58.51,CHF
2024-03-03,DE,485.92,EUR
2024-03-03,AT,154.46,EUR
2024-03-03,CH,108.77,CHF
2024-03-04,DE,425.25,EUR
2024-03-04,AT,131.4,EUR
2024-03-04,CH,82.4,CHF
2024-03-05,DE,333.76,EUR
2024-03-05,AT,89.0,EUR
2024-03-05,CH,50.08,CHF
2024-03-06,DE,283.28,EUR
2024-03-06,AT,40.42,EUR
2024-03-06,CH,65.13,CHF
2024-03-07,DE,415.19,EUR
2024-03-07,AT,91.57,EUR
2024-03-07,CH,40.32,CHF
2024-03-08,DE,368.33,EUR
2024-03-08,AT,79.64,EUR
2024-03-08,CH,21.65,CHF
2024-03-09,DE,503.73,EUR
2024-03-09,AT,159.99,EUR
2024-03-09,CH,54.52,CHF
2024-03-10,DE,530.57,EUR
2024-03-10,AT,171.92,EUR
2024-03-10,CH,49.26,CHF
2024-03-11,DE,330.66,EUR
2024-03-11,AT,71.33,EUR
2024-03-11,CH,38.73,CHF
2024-03-12,DE,326.79,EUR
2024-03-12,AT,69.71,EUR
2024-03-12,CH,40.41,CHF
2024-03-13,DE,289.46,EUR
2024-03-13,AT,72.59,EUR
2024-03-13,CH,80.15,CHF
2024-03-14,DE,288.8,EUR
2024-03-14,AT,110.68,EUR
2024-03-14,CH,90.88,CHF
2024-03-15,DE,276.5,EUR
2024-03-15,AT,97.06,EUR
2024-03-15,CH,103.91,CHF
2024-03-16,DE,411.21,EUR
2024-03-16,AT,104.63,EUR
2024-03-16,CH,81.67,CHF
2024-03-17,DE,436.29,EUR
2024-03-17,AT,137.93,EUR
2024-03-17,CH,52.53,CHF
2024-03-18,DE,253.93,EUR
2024-03-18,AT,97.31,EUR
2024-03-18,CH,67.45,CHF
2024-03-19,DE,231.24,EUR
2024-03-19,AT,65.28,EUR
2024-03-19,CH,128.35,CHF
2024-03-20,DE,296.06,EUR
2024-03-20,AT,71.54,EUR
2024-03-20,CH,89.73,CHF
2024-03-21,DE,359.55,EUR
2024-03-21,AT,127.3,EUR
2024-03-21,CH,71.33,CHF
2024-03-22,DE,364.56,EUR
2024-03-22,AT,107.07,EUR
2024-03-22,CH,62.99,CHF
2024-03-23,DE,353.67,EUR
2024-03-23,AT,80.51,EUR
2024-03-23,CH,96.5,CHF
2024-03-24,DE,464.22,EUR
2024-03-24,AT,124.76,EUR
2024-03-24,CH,50.38,CHF
2024-03-25,DE,316.81,EUR
2024-03-25,AT,100.41,EUR
2024-03-25,CH,60.09,CHF
2024-03-26,DE,285.34,EUR
2024-03-26,AT,121.34,EUR
2024-03-26,CH,59.23,CHF
2024-03-27,DE,314.78,EUR
2024-03-27,AT,148.7,EUR
2024-03-27,CH,90.9,CHF
2024-03-28,DE,539.23,EUR
2024-03-28,AT,149.06,EUR
2024-03-28,CH,60.33,CHF
2024-03-29,DE,338.32,EUR
2024-03-29,AT,123.19,EUR
2024-03-29,CH,62.98,CHF
2024-03-30,DE,432.25,EUR
2024-03-30,AT,138.86,EUR
2024-03-30,CH,95.42,CHF
2024-03-31,DE,548.64,EUR
2024-03-31,AT,131.54,EUR
2024-03-31,CH,76.04,CHF
2024-04-01,DE,270.79,EUR
2024-04-01,AT,55.04,EUR
2024-04-01,CH,85.12,CHF
2024-04-02,DE,304.69,EUR
2024-04-02,AT,87.16,EUR
2024-04-02,CH,84.32,CHF
2024-04-03,DE,363.14,EUR
2024-04-03,AT,49.64,EUR
2024-04-03,CH,102.95,CHF
2024-04-04,DE,326.21,EUR
2024-04-04,AT,44.09,EUR
2024-04-04,CH,32.04,CHF
2024-04-05,DE,367.56,EUR
2024-04-05,AT,83.85,EUR
2024-04-05,CH,51.46,CHF
2024-04-06,DE,534.15,EUR
2024-04-06,AT,121.84,EUR
2024-04-06,CH,87.88,CHF
2024-04-07,DE,432.24,EUR
2024-04-07,AT,70.64,EUR
2024-04-07,CH,112.85,CHF
2024-04-08,DE,241.02,EUR
2024-04-08,AT,83.16,EUR
2024-04-08,CH,50.24,CHF
2024-04-09,DE,318.32,EUR
2024-04-09,AT,35.13,EUR
2024-04-09,CH,33.94,CHF
2024-04-10,DE,306.75,EUR
2024-04-10,AT,69.68,EUR
2024-04-10,CH,54.57,CHF
2024-04-11,DE,299.23,EUR
2024-04-11,AT,108.41,EUR
2024-04-11,CH,65.14,CHF
2024-04-12,DE,336.67,EUR
2024-04-12,AT,139.77,EUR
2024-04-12,CH,63.99,CHF
2024-04-13,DE,464.14,EUR
2024-04-13,AT,97.86,EUR
2024-04-13,CH,93.18,CHF
2024-04-14,DE,365.46,EUR
2024-04-14,AT,109.11,EUR
2024-04-14,CH,58.34,CHF
2024-04-15,DE,367.96,EUR
2024-04-15,AT,98.88,EUR
2024-04-15,CH,108.76,CHF
2024-04-16,DE,255.19,EUR
2024-04-16,AT,81.63,EUR
2024-04-16,CH,73.25,CHF
2024-04-17,DE,356.66,EUR
2024-04-17,AT,84.57,EUR
2024-04-17,CH,44.38,CHF
2024-04-18,DE,320.62,EUR
2024-04-18,AT,65.03,EUR
2024-04-18,CH,63.03,CHF
2024-04-19,DE,336.09,EUR
2024-04-19,AT,78.06,EUR
2024-04-19,CH,42.69,CHF
2024-04-20,DE,389.33,EUR
2024-04-20,AT,156.45,EUR
2024-04-20,CH,67.02,CHF
2024-04-21,DE,441.1,EUR
2024-04-21,AT,161.8,EUR
2024-04-21,CH,87.2,CHF
2024-04-22,DE,360.0,EUR
2024-04-22,AT,95.72,EUR
2024-04-22,CH,87.52,CHF
2024-04-23,DE,326.46,EUR
2024-04-23,AT,59.29,EUR
2024-04-23,CH,59.32,CHF
2024-04-24,DE,307.28,EUR
2024-04-24,AT,126.12,EUR
2024-04-24,CH,102.44,CHF
2024-04-25,DE,370.44,EUR
2024-04-25,AT,164.05,EUR
2024-04-25,CH,44.38,CHF
2024-04-26,DE,387.13,EUR
2024-04-26,AT,45.36,EUR
2024-04-26,CH,87.31,CHF
2024-04-27,DE,467.89,EUR
2024-04-27,AT,109.96,EUR
2024-04-27,CH,85.42,CHF
2024-04-28,DE,544.19,EUR
2024-04-28,AT,242.03,EUR
2024-04-28,CH,102.11,CHF
2024-04-29,DE,447.02,EUR
2024-04-29,AT,75.65,EUR
2024-04-29,CH,65.06,CHF
2024-04-30,DE,355.02,EUR
2024-04-30,AT,145.82,EUR
2024-04-30,CH,34.41,CHF
2024-05-01,DE,222.61,EUR
2024-05-01,AT,93.4,EUR
2024-05-01,CH,25.66,CHF
2024-05-02,DE,377.97,EUR
2024-05-02,AT,98.05,EUR
2024-05-02,CH,65.35,CHF
2024-05-03,DE,365.4,EUR
2024-05-03,AT,108.2,EUR
2024-05-03,CH,74.88,CHF
2024-05-04,DE,420.1,EUR
2024-05-04,AT,158.0,EUR
2024-05-04,CH,57.59,CHF
2024-05-05,DE,523.38,EUR
2024-05-05,AT,70.86,EUR
2024-05-05,CH,58.47,CHF
2024-05-06,DE,376.24,EUR
2024-05-06,AT,67.79,EUR
2024-05-06,CH,56.85,CHF
2024-05-07,DE,282.68,EUR
2024-05-07,AT,125.31,EUR
2024-05-07,CH,28.87,CHF
2024-05-08,DE,201.91,EUR
2024-05-08,AT,98.49,EUR
2024-05-08,CH,44.05,CHF
2024-05-09,DE,333.76,EUR
2024-05-09,AT,87.24,EUR
2024-05-09,CH,53.92,CHF
2024-05-10,DE,307.27,EUR
2024-05-10,AT,85.89,EUR
2024-05-10,CH,102.14,CHF
2024-05-11,DE,462.48,EUR
2024-05-11,AT,223.41,EUR
2024-05-11,CH,153.7,CHF
2024-05-12,DE,423.28,EUR
2024-05-12,AT,178.43,EUR
2024-05-12,CH,117.69,CHF
2024-05-13,DE,297.26,EUR
2024-05-13,AT,116.84,EUR
2024-05-13,CH,54.7,CHF
2024-05-14,DE,330.68,EUR
2024-05-14,AT,97.88,EUR
2024-05-14,CH,114.07,CHF
2024-05-15,DE,302.82,EUR
2024-05-15,AT,145.3,EUR
2024-05-15,CH,77.05,CHF
2024-05-16,DE,456.04,EUR
2024-05-16,AT,111.97,EUR
2024-05-16,CH,43.99,CHF
2024-05-17,DE,272.38,EUR
2024-05-17,AT,113.3,EUR
2024-05-17,CH,96.78,CHF
2024-05-18,DE,616.84,EUR
2024-05-18,AT,89.16,EUR
2024-05-18,CH,91.91,CHF
2024-05-19,DE,393.24,EUR
2024-05-19,AT,241.73,EUR
2024-05-19,CH,65.93,CHF
2024-05-20,DE,329.4,EUR
2024-05-20,AT,104.18,EUR
2024-05-20,CH,28.34,CHF
2024-05-21,DE,326.16,EUR
2024-05-21,AT,23.25,EUR
2024-05-21,CH,45.73,CHF
2024-05-22,DE,325.8,EUR
2024-05-22,AT,113.48,EUR
2024-05-22,CH,53.57,CHF
2024-05-23,DE,409.61,EUR
2024-05-23,AT,101.13,EUR
2024-05-23,CH,48.67,CHF
2024-05-24,DE,351.03,EUR
2024-05-24,AT,105.36,EUR
2024-05-24,CH,46.85,CHF
2024-05-25,DE,449.53,EUR
2024-05-25,AT,129.6,EUR
2024-05-25,CH,41.98,CHF
2024-05-26,DE,544.59,EUR
2024-05-26,AT,215.01,EUR
2024-05-26,CH,120.2,CHF
2024-05-27,DE,493.77,EUR
2024-05-27,AT,75.42,EUR
2024-05-27,CH,79.58,CHF
2024-05-28,DE,354.68,EUR
2024-05-28,AT,116.94,EUR
2024-05-28,CH,63.77,CHF
2024-05-29,DE,411.18,EUR
2024-05-29,AT,126.15,EUR
2024-05-29,CH,93.41,CHF
2024-05-30,DE,408.76,EUR
2024-05-30,AT,122.74,EUR
2024-05-30,CH,80.83,CHF
2024-05-31,DE,430.46,EUR
2024-05-31,AT,71.69,EUR
2024-05-31,CH,115.8,CHF
2024-06-01,DE,404.79,EUR
2024-06-01,AT,167.37,EUR
2024-06-01,CH,89.68,CHF
2024-06-02,DE,513.68,EUR
2024-06-02,AT,187.92,EUR
2024-06-02,CH,109.04,CHF
2024-06-03,DE,416.88,EUR
2024-06-03,AT,83.59,EUR
2024-06-03,CH,45.4,CHF
2024-06-04,DE,412.5,EUR
2024-06-04,AT,85.67,EUR
2024-06-04,CH,44.64,CHF
2024-06-05,DE,234.17,EUR
2024-06-05,AT,77.34,EUR
2024-06-05,CH,75.41,CHF
2024-06-06,DE,420.34,EUR
2024-06-06,AT,102.13,EUR
2024-06-06,CH,48.98,CHF
2024-06-07,DE,318.25,EUR
2024-06-07,AT,136.83,EUR
2024-06-07,CH,69.57,CHF
2024-06-08,DE,299.89,EUR
2024-06-08,AT,137.88,EUR
2024-06-08,CH,117.99,CHF
2024-06-09,DE,448.1,EUR
2024-06-09,AT,119.44,EUR
2024-06-09,CH,69.3,CHF
2024-06-10,DE,360.64,EUR
2024-06-10,AT,107.97,EUR
2024-06-10,CH,39.49,CHF
2024-06-11,DE,328.22,EUR
2024-06-11,AT,92.95,EUR
2024-06-11,CH,44.55,CHF
2024-06-12,DE,476.17,EUR
2024-06-12,AT,122.12,EUR
2024-06-12,CH,76.01,CHF
2024-06-13,DE,265.83,EUR
2024-06-13,AT,152.53,EUR
2024-06-13,CH,93.38,CHF
2024-06-14,DE,355.13,EUR
2024-06-14,AT,120.91,EUR
2024-06-14,CH,78.04,CHF
2024-06-15,DE,369.31,EUR
2024-06-15,AT,111.09,EUR
2024-06-15,CH,81.98,CHF
2024-06-16,DE,534.38,EUR
2024-06-16,AT,129.59,EUR
2024-06-16,CH,41.11,CHF
2024-06-17,DE,399.86,EUR
2024-06-17,AT,108.38,EUR
2024-06-17,CH,117.46,CHF
2024-06-18,DE,259.01,EUR
2024-06-18,AT,134.05,EUR
2024-06-18,CH,91.44,CHF
2024-06-19,DE,356.05,EUR
2024-06-19,AT,92.77,EUR
2024-06-19,CH,52.85,CHF
2024-06-20,DE,329.34,EUR
2024-06-20,AT,97.91,EUR
2024-06-20,CH,57.05,CHF
2024-06-21,DE,418.7,EUR
2024-06-21,AT,90.1,EUR
2024-06-21,CH,116.04,CHF
2024-06-22,DE,523.61,EUR
2024-06-22,AT,125.94,EUR
2024-06-22,CH,98.96,CHF
2024-06-23,DE,453.15,EUR
2024-06-23,AT,128.52,EUR
2024-06-23,CH,73.46,CHF
2024-06-24,DE,262.36,EUR
2024-06-24,AT,102.99,EUR
2024-06-24,CH,53.21,CHF
2024-06-25,DE,321.93,EUR
2024-06-25,AT,79.95,EUR
2024-06-25,CH,38.19,CHF
2024-06-26,DE,450.93,EUR
2024-06-26,AT,81.65,EUR
2024-06-26,CH,79.22,CHF
2024-06-27,DE,482.84,EUR
2024-06-27,AT,100.39,EUR
2024-06-27,CH,81.44,CHF
2024-06-28,DE,381.57,EUR
2024-06-28,AT,93.11,EUR
2024-06-28,CH,71.64,CHF
2024-06-29,DE,446.12,EUR
2024-06-29,AT,95.7,EUR
2024-06-29,CH,90.98,CHF
2024-06-30,DE,616.95,EUR
2024-06-30,AT,164.7,EUR
2024-06-30,CH,130.36,CHF
2024-07-01,DE,237.37,EUR
2024-07-01,AT,82.97,EUR
2024-07-01,CH,87.63,CHF
2024-07-02,DE,412.0,EUR
2024-07-02,AT,131.55,EUR
2024-07-02,CH,52.9,CHF
2024-07-03,DE,323.47,EUR
2024-07-03,AT,119.15,EUR
2024-07-03,CH,88.48,CHF
2024-07-04,DE,376.99,EUR
2024-07-04,AT,120.94,EUR
2024-07-04,CH,70.56,CHF
2024-07-05,DE,326.0,EUR
2024-07-05,AT,102.57,EUR
2024-07-05,CH,36.27,CHF
2024-07-06,DE,511.11,EUR
2024-07-06,AT,167.39,EUR
2024-07-06,CH,124.24,CHF
2024-07-07,DE,544.08,EUR
2024-07-07,AT,174.0,EUR
2024-07-07,CH,123.65,CHF
2024-07-08,DE,259.06,EUR
2024-07-08,AT,96.76,EUR
2024-07-08,CH,53.41,CHF
2024-07-09,DE,355.02,EUR
2024-07-09,AT,124.62,EUR
2024-07-09,CH,37.64,CHF
2024-07-10,DE,307.96,EUR
2024-07-10,AT,120.78,EUR
2024-07-10,CH,58.12,CHF
2024-07-11,DE,323.71,EUR
2024-07-11,AT,165.73,EUR
2024-07-11,CH,93.7,CHF
2024-07-12,DE,351.8,EUR
2024-07-12,AT,89.4,EUR
2024-07-12,CH,47.1,CHF
2024-07-13,DE,330.35,EUR
2024-07-13,AT,113.41,EUR
2024-07-13,CH,82.11,CHF
2024-07-14,DE,412.56,EUR
2024-07-14,AT,152.78,EUR
2024-07-14,CH,114.78,CHF
2024-07-15,DE,425.21,EUR
2024-07-15,AT,156.0,EUR
2024-07-15,CH,123.17,CHF
2024-07-16,DE,398.43,EUR
2024-07-16,AT,169.81,EUR
2024-07-16,CH,99.55,CHF
2024-07-17,DE,438.11,EUR
2024-07-17,AT,153.64,EUR
2024-07-17,CH,131.41,CHF
2024-07-18,DE,518.97,EUR
2024-07-18,AT,175.64,EUR
2024-07-18,CH,89.8,CHF
2024-07-19,DE,505.21,EUR
2024-07-19,AT,199.09,EUR
2024-07-19,CH,105.03,CHF
2024-07-20,DE,697.47,EUR
2024-07-20,AT,221.76,EUR
2024-07-20,CH,129.64,CHF
2024-07-21,DE,736.67,EUR
2024-07-21,AT,153.6,EUR
2024-07-21,CH,119.77,CHF
2024-07-22,DE,477.72,EUR
2024-07-22,AT,240.41,EUR
2024-07-22,CH,142.62,CHF
2024-07-23,DE,530.81,EUR
2024-07-23,AT,111.9,EUR
2024-07-23,CH,98.16,CHF
2024-07-24,DE,486.84,EUR
2024-07-24,AT,206.26,EUR
2024-07-24,CH,80.95,CHF
2024-07-25,DE,555.44,EUR
2024-07-25,AT,103.49,EUR
2024-07-25,CH,82.06,CHF
2024-07-26,DE,651.15,EUR
2024-07-26,AT,132.73,EUR
2024-07-26,CH,132.49,CHF
2024-07-27,DE,719.71,EUR
2024-07-27,AT,245.3,EUR
2024-07-27,CH,230.78,CHF
2024-07-28,DE,718.05,EUR
2024-07-28,AT,222.83,EUR
2024-07-28,CH,154.13,CHF
2024-07-29,DE,515.02,EUR
2024-07-29,AT,150.4,EUR
2024-07-29,CH,107.55,CHF
2024-07-30,DE,671.09,EUR
2024-07-30,AT,122.56,EUR
2024-07-30,CH,93.21,CHF
2024-07-31,DE,350.6,EUR
2024-07-31,AT,122.57,EUR
2024-07-31,CH,104.49,CHF
2024-08-01,DE,452.27,EUR
2024-08-01,AT,101.22,EUR
2024-08-01,CH,68.27,CHF
2024-08-02,DE,450.97,EUR
2024-08-02,AT,127.97,EUR
2024-08-02,CH,85.72,CHF
2024-08-03,DE,500.27,EUR
2024-08-03,AT,127.42,EUR
2024-08-03,CH,94.65,CHF
2024-08-04,DE,495.86,EUR
2024-08-04,AT,161.3,EUR
2024-08-04,CH,36.61,CHF
2024-08-05,DE,356.54,EUR
2024-08-05,AT,77.72,EUR
2024-08-05,CH,93.55,CHF
2024-08-06,DE,286.6,EUR
2024-08-06,AT,87.66,EUR
2024-08-06,CH,63.84,CHF
2024-08-07,DE,359.22,EUR
2024-08-07,AT,81.87,EUR
2024-08-07,CH,54.88,CHF
2024-08-08,DE,333.95,EUR
2024-08-08,AT,101.65,EUR
2024-08-08,CH,40.58,CHF
2024-08-09,DE,299.43,EUR
2024-08-09,AT,88.15,EUR
2024-08-09,CH,60.81,CHF
2024-08-10,DE,416.27,EUR
2024-08-10,AT,97.44,EUR
2024-08-10,CH,107.03,CHF
2024-08-11,DE,517.94,EUR
2024-08-11,AT,119.79,EUR
2024-08-11,CH,123.14,CHF
2024-08-12,DE,313.89,EUR
2024-08-12,AT,80.34,EUR
2024-08-12,CH,98.71,CHF
2024-08-13,DE,347.71,EUR
2024-08-13,AT,106.34,EUR
2024-08-13,CH,60.34,CHF
2024-08-14,DE,331.55,EUR
2024-08-14,AT,129.41,EUR
2024-08-14,CH,34.94,CHF
2024-08-15,DE,365.2,EUR
2024-08-15,AT,72.32,EUR
2024-08-15,CH,105.05,CHF
2024-08-16,DE,383.53,EUR
2024-08-16,AT,64.03,EUR
2024-08-16,CH,71.95,CHF
2024-08-17,DE,508.48,EUR
2024-08-17,AT,135.05,EUR
2024-08-17,CH,93.17,CHF
2024-08-18,DE,425.84,EUR
2024-08-18,AT,128.42,EUR
2024-08-18,CH,103.01,CHF
2024-08-19,DE,406.33,EUR
2024-08-19,AT,138.18,EUR
2024-08-19,CH,73.42,CHF
2024-08-20,DE,269.62,EUR
2024-08-20,AT,136.03,EUR
2024-08-20,CH,43.64,CHF
2024-08-21,DE,416.53,EUR
2024-08-21,AT,62.17,EUR
2024-08-21,CH,76.72,CHF
2024-08-22,DE,314.94,EUR
2024-08-22,AT,98.64,EUR
2024-08-22,CH,63.17,CHF
2024-08-23,DE,330.47,EUR
2024-08-23,AT,124.65,EUR
2024-08-23,CH,80.87,CHF
2024-08-24,DE,476.99,EUR
2024-08-24,AT,197.82,EUR
2024-08-24,CH,67.44,CHF
2024-08-25,DE,572.22,EUR
2024-08-25,AT,134.32,EUR
2024-08-25,CH,82.22,CHF
2024-08-26,DE,352.55,EUR
2024-08-26,AT,106.37,EUR
2024-08-26,CH,48.19,CHF
2024-08-27,DE,310.88,EUR
2024-08-27,AT,64.24,EUR
2024-08-27,CH,56.04,CHF
2024-08-28,DE,387.04,EUR
2024-08-28,AT,64.73,EUR
2024-08-28,CH,81.14,CHF
2024-08-29,DE,409.48,EUR
2024-08-29,AT,100.47,EUR
2024-08-29,CH,65.19,CHF
2024-08-30,DE,468.06,EUR
2024-08-30,AT,131.64,EUR
2024-08-30,CH,120.1,CHF
2024-08-31,DE,525.23,EUR
2024-08-31,AT,170.07,EUR
2024-08-31,CH,94.77,CHF
2024-09-01,DE,451.66,EUR
2024-09-01,AT,114.5,EUR
2024-09-01,CH,97.87,CHF
2024-09-02,DE,305.71,EUR
2024-09-02,AT,111.65,EUR
2024-09-02,CH,65.55,CHF
2024-09-03,DE,214.22,EUR
2024-09-03,AT,95.09,EUR
2024-09-03,CH,49.79,CHF
2024-09-04,DE,397.05,EUR
2024-09-04,AT,85.35,EUR
2024-09-04,CH,100.72,CHF
2024-09-05,DE,406.07,EUR
2024-09-05,AT,79.6,EUR
2024-09-05,CH,28.49,CHF
2024-09-06,DE,370.47,EUR
2024-09-06,AT,103.05,EUR
2024-09-06,CH,39.51,CHF
2024-09-07,DE,504.94,EUR
2024-09-07,AT,124.66,EUR
2024-09-07,CH,90.38,CHF
2024-09-08,DE,570.09,EUR
2024-09-08,AT,156.48,EUR
2024-09-08,CH,124.24,CHF
2024-09-09,DE,323.66,EUR
2024-09-09,AT,123.63,EUR
2024-09-09,CH,50.85,CHF
2024-09-10,DE,401.71,EUR
2024-09-10,AT,65.59,EUR
2024-09-10,CH,60.18,CHF
2024-09-11,DE,268.5,EUR
2024-09-11,AT,46.04,EUR
2024-09-11,CH,86.85,CHF
2024-09-12,DE,273.96,EUR
2024-09-12,AT,117.78,EUR
2024-09-12,CH,60.65,CHF
2024-09-13,DE,348.53,EUR
2024-09-13,AT,59.92,EUR
2024-09-13,CH,146.03,CHF
2024-09-14,DE,402.18,EUR
2024-09-14,AT,136.51,EUR
2024-09-14,CH,84.46,CHF
2024-09-15,DE,463.04,EUR
2024-09-15,AT,124.71,EUR
